index,question,gold,response,f1,precision,recall,rl
53,"who is the spouse of the performer of song Et Moi, Et Moi, Et Moi?",francoise hardy,francoise hardy,1.0,1.0,1.0,1.0
54,"who lived longer, Charles Wheatstone or Jean-Claude Lauzon?",Charles Wheatstone,Charles Wheatstone,1.0,1.0,1.0,1.0
55,where was the place of death of Thomas E. Noell's father?,"Washington, D. C.","Washington, D. C.",1.0,1.0,1.0,1.0
56,who is the paternal grandfather of Diego Fernández De Oviedo?,fernan blazquez de caceres,"Fernando Fernández de Ovando, 1st Count of Torrelaguna and ",0.15384615384615383,0.1111111111111111,0.25,0.14285714285714288
57,"which country Dorothea Of Denmark, Duchess Of Mecklenburg's father is from?",Denmark,denmark,1.0,1.0,1.0,1.0
58,where did Mary Of Woodstock's mother die?,Harby,"in the house of Richard de Weston near Harby, Nottinghamshire",0.19999999999999998,0.1111111111111111,1.0,0.18181818181818182
59,"which film was released earlier, Moment Of Danger or The Ballad Of Josie?",Moment Of Danger,Moment Of Danger,1.0,1.0,1.0,1.0
60,"which film has the director who died first, The Piper'S Price or The Blonde From Singapore?",The Piper'S Price,The Blonde From Singapore,0,0,0,0.25
61,what is the place of birth of the director of film Ninamaninja Kalpadukal?,Methala,"methala, near perumbavoor in kerala",0.33333333333333337,0.2,1.0,0.33333333333333337
62,"which film came out earlier, Alkohol or Night Of Dark Shadows?",Alkohol,Alkohol,1.0,1.0,1.0,1.0
63,"which film whose director is younger, Many Tanks Mr. Atkins or Do Musafir?",Do Musafir,Do Musafir,1.0,1.0,1.0,1.0
64,"which film came out first, F The Prom or The Comedians Of Comedy?",The Comedians Of Comedy,The Comedians Of Comedy,1.0,1.0,1.0,1.0
65,"which film has the director who was born first, Tombstone Rashomon or Waiting For The Clouds?",Waiting For The Clouds,Tombstone Rashomon,0,0,0,0.0
66,"which film has the director who was born first, Perdón, Viejita or Smokey And The Bandit?","Perdón, Viejita","Perdón, Viejita",1.0,1.0,1.0,1.0
67,where did the director of film American Gothic (2007 Film) graduate from?,University of Wisconsin-Madison,the University of Wisconsin-Madison,1.0,1.0,1.0,0.888888888888889
68,"which magazine was established first, Women'S Suffrage Journal or Mostar (Magazine)?",Women'S Suffrage Journal,Women's Suffrage Journal,1.0,1.0,1.0,1.0
69,"which film has the director who died earlier, Mayor Muthanna or The Market Of Souls?",The Market Of Souls,The Market Of Souls,1.0,1.0,1.0,1.0
70,"do both films, The Glass Castle (1950 Film) and The Ferret (Film), have the directors who are from the same country?",yes,yes,1.0,1.0,1.0,1.0
71,"which film has the director who was born later, The Man Is Armed or Wolf Warrior?",Wolf Warrior,Wolf Warrior,1.0,1.0,1.0,1.0
72,where was the performer of song Feelin' Myself (Nipsey Hussle Song) born?,Crenshaw,the crenshaw district of south central los angeles,0.25,0.14285714285714285,1.0,0.2222222222222222
73,"which film whose director is younger, Winter Sleepers or Poveri Milionari?",Winter Sleepers,Winter Sleepers,1.0,1.0,1.0,1.0
74,who is the paternal grandfather of Bruno Ii Von Berg?,Adolf II of Berg-Hovel,"Adolf III, Count of Berg",0.4444444444444445,0.4,0.5,0.6
75,are The Other Half (2016 Film) and Spy Kids 2: The Island Of Lost Dreams from the same country?,no,no,1.0,1.0,1.0,1.0
76,"which film came out first, Una Prostituta Al Servizio Del Pubblico E In Regola Con Le Leggi Dello Stato or The Bag Man?",Una Prostituta Al Servizio Del Pubblico E In Regola Con Le Leggi Dello Stato,Una Prostituta Al Servizio Del Pubblico E In Regola Con Le Leggi,0.923076923076923,1.0,0.8571428571428571,0.923076923076923
77,who is the paternal grandfather of Dibyasambandh?,Mongkut,bhanurangsi savangwongse,0,0,0,0.0
78,"who is Charles Willoughby, 10Th Baron Willoughby Of Parham's paternal grandmother?",Lady Frances Manners,anne carey,0,0,0,0.0
79,what is the place of birth of Sextus Barbour's father?,"orange county, virginia","orange county, virginia",1.0,1.0,1.0,1.0
80,what is the place of birth of the performer of song Ruleta (Inna Song)?,"Mangalia, Romania","mangalia, romania",1.0,1.0,1.0,1.0
81,"who is Henri Ii, Duke Of Nemours's paternal grandfather?",jacques de savoie,"henri de savoie, 4th duc de nemours",0.4,0.2857142857142857,0.6666666666666666,0.4
82,who is Gisela Of Hungary's father-in-law?,"Géza, Grand Prince of the Hungarians",geza,0,0,0,0.0
83,who is the paternal grandmother of King Kang Of Zhou?,Queen Yi Jiang,queen yi jiang,1.0,1.0,1.0,1.0
84,who is the spouse of the director of film Rodney Steps In?,Ivy Duke and Dorothy Batley,dorothy batley,0.5714285714285715,1.0,0.4,0.5714285714285715
85,"when did Frances Vane, Marchioness Of Londonderry's father die?",1 August 1813,1 august 1813,1.0,1.0,1.0,1.0
86,were Jake Eisenhart and Michael T. Ullman of the same nationality?,yes,yes,1.0,1.0,1.0,1.0
87,"who was born first, Antoine Casavant or Abdul Ali Lalu?",Antoine Casavant,Antoine Casavant,1.0,1.0,1.0,1.0
88,where did Rameshwari Nehru's husband graduate from?,Oxford University,oxford university,1.0,1.0,1.0,1.0
89,"who is the paternal grandfather of Sir John Hamilton-Dalrymple, 5Th Baronet?","Sir Hew Dalrymple, 2nd Baronet","Sir Hew Dalrymple, 2nd Baronet",1.0,1.0,1.0,1.0
90,"where did Catherine Of Taranto, Countess Of Copertino's mother die?",Lecce,lecce,1.0,1.0,1.0,1.0
91,which award the director of film Lady Magdalene'S got?,Best Cutting Edge Film,special jury prize for libertarian ideals,0,0,0,0.0
92,what nationality is Princess Charlotte Of Saxe-Meiningen's husband?,German,german,1.0,1.0,1.0,1.0
93,what is the place of birth of Aleksey Greig's father?,Inverkeithing,"Inverkeithing, Fife, Scotland",0.5,0.3333333333333333,1.0,0.5
94,when did Thomas Of Galloway (Bastard)'s father die?,1234,1234,1.0,1.0,1.0,1.0
95,"when did Robert Bertie, 3Rd Earl Of Lindsey's father die?",1666,1666,1.0,1.0,1.0,1.0
96,does Leslie Pietrzyk have the same nationality as Marianne Wiggins?,yes,yes,1.0,1.0,1.0,1.0
97,are both Howard Lake (British Columbia) and North Buck Lake (Alberta) located in the same country?,yes,yes,1.0,1.0,1.0,1.0
98,where was the place of death of the composer of song Gretchen Am Spinnrade?,Vienna,vienna,1.0,1.0,1.0,1.0
99,"who was born later, Hugh Evelyn Wortham or Johnny Ekström?",Johnny Ekström,Johnny Ekström,1.0,1.0,1.0,1.0
100,"are both mountains, Yana Urqu (Q'Umirqucha) and Puka Rumi, located in the same country?",yes,yes,1.0,1.0,1.0,1.0
101,what nationality is Elizabeth Of Rhuddlan's father?,English,English,1.0,1.0,1.0,1.0
102,"who is Maurice De Berkeley, 4Th Baron Berkeley's maternal grandfather?","Roger Mortimer, 1st Earl of March","thomas de berkeley, 3rd baron berkeley",0,0,0,0.0
,,,,0.7898700972230384,0.7845782757547464,0.828828197945845,0.7956326897503367
