index,question,gold,response,f1,precision,recall,rl
122,"which film has the director who died earlier, Tiger In The Smoke or Contragolpe?",Contragolpe,Contragolpe,1.0,1.0,1.0,1.0
123,where was the place of death of the director of film Jail Yatra?,Mumbai,"The question asks: ""where was the place of death of the director of film Jail Yatra",0,0,0,0.0
124,"which film came out first, F The Prom or The Comedians Of Comedy?",The Comedians Of Comedy,The Comedians of Comedy,1.0,1.0,1.0,1.0
125,"which film has the director who was born first, Tombstone Rashomon or Waiting For The Clouds?",Tombstone Rashomon,Waiting For The Clouds,0,0,0,0.0
126,"which film has the director who was born earlier, Dhuen Ki Lakeer or Bomma Borusa?",Dhuen Ki Lakeer,I don't know,0,0,0,0.0
127,"which film has the director who was born first, Perdón, Viejita or Smokey And The Bandit?","Perdón, Viejita","Perdón, Viejita",1.0,1.0,1.0,1.0
128,where did the director of film American Gothic (2007 Film) graduate from?,University of Wisconsin,University of Wisconsin-Madison,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.8571428571428571
129,was Dudley Russell or Juan René Serrano born first?,Dudley Russell,Dudley Russell,1.0,1.0,1.0,1.0
130,"who was born first, Vytautas Straižys or Mirjam Polkunen?",Mirjam Polkunen,Vytautas Straižys,0,0,0,0.0
131,where did Grand Duchess Elena Vladimirovna Of Russia's father die?,Saint Petersburg,In Saint Petersburg.,0.8,0.6666666666666666,1.0,0.8
132,where was the director of film The Dinner (2013 Film) born?,Eindhoven,"The user is asking about the director of a film called ""The Dinner"" (2013 Film",0,0,0,0.0
133,"which magazine was established first, Women'S Suffrage Journal or Mostar (Magazine)?",Women'S Suffrage Journal,Women's Suffrage Journal,1.0,1.0,1.0,1.0
134,what is the place of birth of Carrie Watson Fleming's husband?,"Fairmont, West Virginia","The user asks: ""what is the place of birth of Carrie Watson Fleming's husband?"" Need",0,0,0,0.0
135,"which film has the director who died earlier, Mayor Muthanna or The Market Of Souls?",The Market Of Souls,Mayor Muthanna,0,0,0,0.0
136,"do both films, The Glass Castle (1950 Film) and The Ferret (Film), have the directors who are from the same country?",yes,No,0,0,0,0.0
137,where was the father of Muhammad Al-Nasir born?,Morocco,"The question is about the father of Muhammad Al-Nasir. According to the passages, Muhammad",0,0,0,0.0
138,where was the place of death of Enheduanna's father?,Akkadian empire,"The place of death of Enheduanna's father, Sargon of Akkad, is",0,0,0,0.0
139,"which film whose director was born first, Solemn Promise or Tarzan The Magnificent?",Tarzan The Magnificent,"I have been given a question that asks which film has a director who was born first: """,0,0,0,0.0
140,"which film has the director who was born later, The Man Is Armed or Wolf Warrior?",Wolf Warrior,Wolf Warrior,1.0,1.0,1.0,1.0
141,who is the paternal grandfather of Trịnh Doanh?,Trịnh Bính,trinh cuong,0,0,0,0.0
142,where was the director of film Hellcats Of The Navy born?,Gura Humorului,"The question asks: ""where was the director of film Hellcats Of The Navy born?"" I",0,0,0,0.0
143,where was the performer of song Feelin' Myself (Nipsey Hussle Song) born?,Crenshaw,"The user is asking about where the performer of the song ""Feelin' Myself"" (by",0,0,0,0.0
144,"which film whose director is younger, Winter Sleepers or Poveri Milionari?",Winter Sleepers,Winter Sleepers,1.0,1.0,1.0,1.0
145,who is the paternal grandfather of Bruno Ii Von Berg?,Adolf II of Berg,The passages do not provide information about the paternal grandfather of Bruno II von Berg.,0.3529411764705882,0.23076923076923078,0.75,0.2105263157894737
146,are The Other Half (2016 Film) and Spy Kids 2: The Island Of Lost Dreams from the same country?,no,No,1.0,1.0,1.0,1.0
147,where was the director of film 00 Schneider – Jagd Auf Nihil Baxter born?,Mülheim an der Ruhr,"The question asks: ""where was the director of film 00 Schneider – Jagd Auf N",0,0,0,0.0
148,"which film came out first, Una Prostituta Al Servizio Del Pubblico E In Regola Con Le Leggi Dello Stato or The Bag Man?",Una Prostituta Al Servizio Del Pubblico E In Regola Con Le Leggi Dello Stato,Una Prostituta Al Servizio Del Pubblico E In Regola Con Le Leggi,0.923076923076923,1.0,0.8571428571428571,0.923076923076923
149,"are the movies The Hatton Garden Job and Carry On Cleo, from the same country?",yes,No,0,0,0,0.0
150,who is the paternal grandfather of Dibyasambandh?,Mongkut,None,0,0,0,0.0
151,"who is Charles Willoughby, 10Th Baron Willoughby Of Parham's paternal grandmother?",Lady Frances Manners,Katherine skipwith,0,0,0,0.0
152,"where does the director of film L'Arbre, Le Maire Et La Médiathèque work at?",Cahiers du cinéma,"The question asks: ""where does the director of film L'Arbre, Le Maire Et La",0,0,0,0.0
153,where was the director of film Eisenstein In Guanajuato born?,"Newport, Wales","The question asks: ""where was the director of film Eisenstein In Guanajuato born?""

We need",0,0,0,0.0
154,what is the place of birth of Sextus Barbour's father?,"Gordonsville, Virginia","orange county, virginia",0.4,0.3333333333333333,0.5,0.4
155,what is the place of birth of the performer of song Ruleta (Inna Song)?,Mangalia,"mangalia, romania",0.6666666666666666,0.5,1.0,0.6666666666666666
156,who is the father of the director of film A No-Hit No-Run Summer?,Félix Leclerc,"The user's question:

""Who is the father of the director of film A No-Hit No-R",0,0,0,0.0
157,"who is Henri Ii, Duke Of Nemours's paternal grandfather?",Jacques,None,0,0,0,0.0
158,who is Gisela Of Hungary's father-in-law?,Géza,"Henry II, Duke of Bavaria",0,0,0,0.0
159,who is the paternal grandmother of King Kang Of Zhou?,Yi Jiang,queen yi jiang,0.8,0.6666666666666666,1.0,0.8
160,"what is the date of death of Maria Isabel De Alcântara, Countess Of Iguaçu's mother?","November 3, 1867","The passage does not give a specific date for Maria Isabel De Alcântara, Countess Of Iguaçu",0,0,0,0.0
161,who is the spouse of the director of film Rodney Steps In?,Ivy Duke,ivy duke,1.0,1.0,1.0,1.0
162,"when did Frances Vane, Marchioness Of Londonderry's father die?",1 August 1813,1813,0.5,1.0,0.3333333333333333,0.5
163,"which film has the director who is older than the other, Season Of Strangers or The Yellow Teddy Bears? ?",Season Of Strangers,Season Of Strangers,1.0,1.0,1.0,1.0
164,were Jake Eisenhart and Michael T. Ullman of the same nationality?,yes,Yes,1.0,1.0,1.0,1.0
165,"who was born first, Antoine Casavant or Abdul Ali Lalu?",Antoine Casavant,Antoine Casavant,1.0,1.0,1.0,1.0
166,where did Rameshwari Nehru's husband graduate from?,Oxford,Allahabad University,0,0,0,0.0
167,"who is the paternal grandfather of Sir John Hamilton-Dalrymple, 5Th Baronet?","Sir Hew Dalrymple, 2nd Baronet","Sir Hew Dalrymple, 3rd Baronet",0.8000000000000002,0.8,0.8,0.8000000000000002
168,"which film has the director who was born earlier, Khud-Daar or Murderer In The Fog?",Murderer In The Fog,Murderer In The Fog,1.0,1.0,1.0,1.0
169,who is the spouse of the director of film Soldier (1998 American Film)?,Milla,"The user is asking about the spouse of the director of the film ""Soldier"" (199",0,0,0,0.0
170,"where did Catherine Of Taranto, Countess Of Copertino's mother die?",Lecce,"The question is asking where Catherine of Taranto, Countess of Copertino's mother died. Let",0,0,0,0.0
171,which award the director of film Lady Magdalene'S got?,Prometheus Award,"The director of ""Lady Magdalene's"" (J. Neil Schulman) won three film",0,0,0,0.0
172,what nationality is Princess Charlotte Of Saxe-Meiningen's husband?,Duchy of Saxe-Gotha-Altenburg,German,0,0,0,0.0
173,"which film has the director who was born first, The Longshots or Station For Two?",Station For Two,The Longshots,0,0,0,0.0
174,what is the place of birth of Aleksey Greig's father?,Inverkeithing,Inverkeithing,1.0,1.0,1.0,1.0
175,when did Thomas Of Galloway (Bastard)'s father die?,1234,1234,1.0,1.0,1.0,1.0
176,"when did Robert Bertie, 3Rd Earl Of Lindsey's father die?",25 July 1666,1666,0.5,1.0,0.3333333333333333,0.5
177,"which film has the director born later, The Wind'S Fierce or Special Delivery (1927 Film)?",The Wind'S Fierce,"I need to find information about two films:
1. ""The Wind's Fierce"" 
",0,0,0,0.47058823529411764
178,why did the director of film Port Of Seven Seas die?,drowning,"The question is ""why did the director of film Port Of Seven Seas die?"" Based on the",0,0,0,0.0
179,what is the place of birth of Abdulaziz Nasser Al Shamsi's wife?,Abu Dhabi,I don't know.,0,0,0,0.0
180,what is the place of birth of Frank Wartenberg's wife?,Prenzlau,East Berlin,0,0,0,0.0
181,where was the director of film Edges Of The Lord born?,Poznań,"The text does not mention a film titled ""Edges of the Lord"" or provide information about its",0,0,0,0.0
182,where was the father of Teobaldo Ii Ordelaffi born?,Italy,The passage does not provide information about the birthplace of Teobaldo II Ordelaffi's father,0,0,0,0.0
183,where was the husband of Maude Smith born?,"Toronto, Ontario",Ellis Island,0,0,0,0.0
184,"which film was released earlier, Forbidden Daughters or The Third Kiss?",Forbidden Daughters,The Third Kiss,0,0,0,0.0
185,does Leslie Pietrzyk have the same nationality as Marianne Wiggins?,yes,I don't know,0,0,0,0.0
186,"who was born first, Bogdan Țăruș or Robert Wulnikowski?",Bogdan Țăruș,Robert Wulnikowski,0,0,0,0.0
187,"which film has the director who died first, Folgore Division or Sandflow?",Sandflow,None,0,0,0,0.0
188,"which film has the director born later, From Corleone To Brooklyn or Durango Valley Raiders?",From Corleone To Brooklyn,"I don't have information about either ""From Corleone To Brooklyn"" or ""Durango Valley",0.47058823529411764,0.3076923076923077,1.0,0.4444444444444445
189,are both Howard Lake (British Columbia) and North Buck Lake (Alberta) located in the same country?,yes,Yes,1.0,1.0,1.0,1.0
190,where was the place of death of the composer of song Gretchen Am Spinnrade?,Vienna,vienna,1.0,1.0,1.0,1.0
191,"who was born later, Hugh Evelyn Wortham or Johnny Ekström?",Johnny Ekström,"The question is: ""who was born later, Hugh Evelyn Wortham or Johnny Ekström?""",0.2857142857142857,0.16666666666666666,1.0,0.35294117647058826
192,"are both mountains, Yana Urqu (Q'Umirqucha) and Puka Rumi, located in the same country?",yes,Yes,1.0,1.0,1.0,1.0
193,what nationality is Elizabeth Of Rhuddlan's father?,England,English,0,0,0,0.0
194,"what is the cause of death of director of film I Will, I Will... For Now?",Parkinson,"The question is about the cause of death of the director of the film ""I Will, I",0,0,0,0.0
195,"who is Maurice De Berkeley, 4Th Baron Berkeley's maternal grandfather?","Roger Mortimer, 1st Earl of March","Roger Mortimer, 1st Earl of March",1.0,1.0,1.0,1.0
196,"who died first, Albertus Seba or Ali Dinar?",Albertus Seba,"I don't have any information about Albertus Seba in the given passages, so I cannot determine",0.23529411764705882,0.13333333333333333,1.0,0.21052631578947367
197,"who is the maternal grandfather of Marie Louise, Duchess Of Parma?",Ferdinand I of the Two Sicilies,"The question is asking for the maternal grandfather of Marie Louise, Duchess of Parma.

Looking at the",0.11764705882352941,0.08333333333333333,0.2,0.1739130434782609
198,"which film was released earlier, Prince Of Arcadia or Italia-Germania 4-3?",Prince Of Arcadia,"I cannot find any mention of ""Italia-Germania 4-3"" in the given passages",0.14285714285714288,0.09090909090909091,0.3333333333333333,0.11764705882352941
199,where was the director of film Love At First Sight (1985 Film) born?,Milan,"The question asks: ""where was the director of film Love At First Sight (1985 Film",0,0,0,0.0
200,where did the director of film Nanon (1938 Film) die?,Köln,"The question asks: ""where did the director of film Nanon (1938 Film) die",0,0,0,0.0
,,,,0.2875588414853121,0.2837848817848818,0.32129761904761905,0.29739714676896667
